mName,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation (address),GeoLocation (zip),GeoLocation (city),GeoLocation,GeoLocation (state)
Istifane 001,44891,Valid,H4,131.6,Found,01/01/2005 12:00:00 AM,31.49852,-5.71742,,,,POINT (-5.71742 31.49852),
Itapuranga,12057,Valid,"Iron, IAB-MG",628000,Found,,-15.58333,-50.15,,,,POINT (-50.15 -15.58333),
Itutinga,12059,Valid,"Iron, IIIAB",3200,Found,01/01/1960 12:00:00 AM,-21.33333,-44.66667,,,,POINT (-44.66667 -21.33333),
Itzawisis,12060,Valid,"Pallasite, PES",350,Found,01/01/1946 12:00:00 AM,-26.26667,18.18333,,,,POINT (18.18333 -26.26667),
Ivanovka,12061,Valid,H5,8870,Found,01/01/1983 12:00:00 AM,54.5,52.8,,,,POINT (52.8 54.5),
Ivanpah,12062,Valid,"Iron, IIIAB",58000,Found,01/01/1880 12:00:00 AM,35.33333,-115.31667,,,,POINT (-115.31667 35.33333),
Jabal Akakus,12064,Valid,LL6,215,Found,01/01/1997 12:00:00 AM,25,10.83333,,,,POINT (10.83333 25),
Jackson County,12066,Valid,"Iron, IIIAB",450,Found,01/01/1846 12:00:00 AM,36.41667,-85.5,,,,POINT (-85.5 36.41667),
Jalu,12070,Valid,L6,150000,Found,01/01/2000 12:00:00 AM,27.95833,21.68333,,,,POINT (21.68333 27.95833),
Jamestown,12071,Valid,"Iron, IVA",4000,Found,01/01/1885 12:00:00 AM,46.61667,-98.5,,,,POINT (-98.5 46.61667),
Jaralito,12073,Valid,"Iron, IAB-MG",11138,Found,01/01/1977 12:00:00 AM,26.26583,-103.885,,,,POINT (-103.885 26.26583),
Jarud Qi,49715,Valid,L5,452,Found,01/01/2000 12:00:00 AM,44.61667,120.93333,,,,POINT (120.93333 44.61667),
Javorje,53489,Valid,"Iron, IIIAB",4920,Found,01/01/2009 12:00:00 AM,46.16244,14.19166,,,,POINT (14.19166 46.16244),
Jay Bird Springs,47731,Valid,Pallasite,292,Found,01/01/2003 12:00:00 AM,32.133333,-82.983333,,,,POINT (-82.983333 32.133333),
Jdiriya,12076,Valid,L5,343,Found,01/01/1999 12:00:00 AM,27.23333,-10.45,,,,POINT (-10.45 27.23333),
Jeedamya,12077,Valid,H6,914,Found,01/01/1971 12:00:00 AM,-29.58333,121.16667,,,,POINT (121.16667 -29.58333),
Jenkins,12080,Valid,"Iron, IAB-MG",55400,Found,01/01/1946 12:00:00 AM,36.82444,-93.76111,,,,POINT (-93.76111 36.82444),
Jenny's Creek,12081,Valid,"Iron, IAB-MG",12000,Found,01/01/1883 12:00:00 AM,37.9,-82.38333,,,,POINT (-82.38333 37.9),
Jepara,53840,Valid,"Pallasite, PMG",499500,Found,01/01/2008 12:00:00 AM,-6.6,110.73333,,,,POINT (110.73333 -6.6),
Jerome (Idaho),12082,Valid,L,6800,Found,01/01/1954 12:00:00 AM,42.63333,-114.83333,,,,POINT (-114.83333 42.63333),
Jerome (Kansas),12083,Valid,L4,29600,Found,01/01/1894 12:00:00 AM,38.76667,-100.73333,,,,POINT (-100.73333 38.76667),
Jerslev,12084,Valid,"Iron, IIAB",40000,Found,01/01/1976 12:00:00 AM,55.608833,11.229167,,,,POINT (11.229167 55.608833),
Jiddat al Harasis,12089,Valid,H4,1400,Found,01/01/1957 12:00:00 AM,19.25,56.06667,,,,POINT (56.06667 19.25),
Jiddat al Harasis 002,12090,Valid,L5,265,Found,01/01/1999 12:00:00 AM,19.31333,56.06333,,,,POINT (56.06333 19.31333),
Jiddat al Harasis 003,12091,Valid,L5,10830,Found,01/01/1999 12:00:00 AM,19.53,55.75833,,,,POINT (55.75833 19.53),
Jiddat al Harasis 005,12093,Valid,H5,216.5,Found,01/01/1999 12:00:00 AM,19.3005,55.054,,,,POINT (55.054 19.3005),
Jiddat al Harasis 006,12094,Valid,H5,1318,Found,01/01/1999 12:00:00 AM,19.36,56.29167,,,,POINT (56.29167 19.36),
Jiddat al Harasis 007,12095,Valid,L5,815,Found,01/01/1999 12:00:00 AM,19.24833,56.14167,,,,POINT (56.14167 19.24833),
Jiddat al Harasis 008,12096,Valid,L5,851,Found,01/01/1999 12:00:00 AM,19.25333,56.145,,,,POINT (56.145 19.25333),
Jiddat al Harasis 009,12097,Valid,H4,162,Found,01/01/1999 12:00:00 AM,19.26833,56.145,,,,POINT (56.145 19.26833),
Jiddat al Harasis 011,12099,Valid,H5,719,Found,01/01/1999 12:00:00 AM,19.22417,56.11817,,,,POINT (56.11817 19.22417),
Jiddat al Harasis 012,12100,Valid,L6,2178,Found,01/01/1999 12:00:00 AM,19.19633,55.77433,,,,POINT (55.77433 19.19633),
Jiddat al Harasis 013,12101,Valid,H5,1001,Found,01/01/1999 12:00:00 AM,19.17117,56.15583,,,,POINT (56.15583 19.17117),
Jiddat al Harasis 014,12102,Valid,H5,413,Found,01/01/1999 12:00:00 AM,19.1825,56.16883,,,,POINT (56.16883 19.1825),
Jiddat al Harasis 016,12104,Valid,H5,117,Found,01/01/1999 12:00:00 AM,19.34067,56.15333,,,,POINT (56.15333 19.34067),
Jiddat al Harasis 017,12105,Valid,L6,2608,Found,01/01/1999 12:00:00 AM,19.24217,56.11733,,,,POINT (56.11733 19.24217),
Jiddat al Harasis 018,12106,Valid,L6,202,Found,01/01/2000 12:00:00 AM,19.29167,55.24333,,,,POINT (55.24333 19.29167),
Jiddat al Harasis 019,12107,Valid,H6,150,Found,01/01/2000 12:00:00 AM,19.56167,55.18833,,,,POINT (55.18833 19.56167),
Jiddat al Harasis 020,12108,Valid,L6,1961,Found,01/01/2000 12:00:00 AM,19.83139,56.08592,,,,POINT (56.08592 19.83139),
Jiddat al Harasis 021,12109,Valid,H5,1400,Found,01/01/2000 12:00:00 AM,19.27,56.09333,,,,POINT (56.09333 19.27),
Jiddat al Harasis 022,12110,Valid,L5,654,Found,01/01/2000 12:00:00 AM,19.43,56.98333,,,,POINT (56.98333 19.43),
Jiddat al Harasis 024,12112,Valid,L5,832,Found,01/01/2000 12:00:00 AM,19.43667,56.82667,,,,POINT (56.82667 19.43667),
Jiddat al Harasis 025,12113,Valid,H5,388,Found,01/01/2000 12:00:00 AM,19.43167,56.89833,,,,POINT (56.89833 19.43167),
Jiddat al Harasis 026,12114,Valid,L3.1,565,Found,01/01/2000 12:00:00 AM,19.22833,55.18,,,,POINT (55.18 19.22833),
Jiddat al Harasis 027,12115,Valid,L6,810,Found,01/01/2000 12:00:00 AM,19.25,56.15833,,,,POINT (56.15833 19.25),
Jiddat al Harasis 028,12116,Valid,H4,1060,Found,01/01/2000 12:00:00 AM,19.62167,55.40833,,,,POINT (55.40833 19.62167),
Jiddat al Harasis 052,12118,Valid,H6,220,Found,01/01/2002 12:00:00 AM,19.23167,55.18333,,,,POINT (55.18333 19.23167),
Jiddat al Harasis 054,30728,Valid,Ureilite,5079,Found,01/01/2004 12:00:00 AM,19.63033,55.11517,,,,POINT (55.11517 19.63033),
Jiddat al Harasis 055,12119,Valid,L4-5,200000,Found,01/01/2004 12:00:00 AM,19.65167,55.69,,,,POINT (55.69 19.65167),
Jiddat al Harasis 057,33991,Valid,L6,246,Found,01/01/2001 12:00:00 AM,19.8,54.6,,,,POINT (54.6 19.8),
Jiddat al Harasis 058,12120,Valid,L6,4180,Found,01/01/2000 12:00:00 AM,19.80618,56.68707,,,,POINT (56.68707 19.80618),
Jiddat al Harasis 059,12121,Valid,H6,884,Found,01/01/2000 12:00:00 AM,19.9384,56.78902,,,,POINT (56.78902 19.9384),
Jiddat al Harasis 060,12122,Valid,L3,840,Found,01/01/2000 12:00:00 AM,19.7627,56.68803,,,,POINT (56.68803 19.7627),
Jiddat al Harasis 061,12123,Valid,Eucrite,141,Found,01/01/2000 12:00:00 AM,19.77562,56.64048,,,,POINT (56.64048 19.77562),
Jiddat al Harasis 062,12124,Valid,L6,903,Found,01/01/2000 12:00:00 AM,19.75585,56.66702,,,,POINT (56.66702 19.75585),
Jiddat al Harasis 063,12125,Valid,H5,444,Found,01/01/2000 12:00:00 AM,19.7614,56.64458,,,,POINT (56.64458 19.7614),
Jiddat al Harasis 064,12126,Valid,L6,1140,Found,01/01/2000 12:00:00 AM,19.63623,55.64393,,,,POINT (55.64393 19.63623),
Jiddat al Harasis 065,12127,Valid,L6,1253,Found,01/01/2000 12:00:00 AM,19.25207,56.36367,,,,POINT (56.36367 19.25207),
Jiddat al Harasis 066,12128,Valid,L6,810,Found,01/01/2000 12:00:00 AM,19.08045,55.32072,,,,POINT (55.32072 19.08045),
Jiddat al Harasis 067,12129,Valid,L6,557,Found,01/01/2000 12:00:00 AM,19.27082,56.69713,,,,POINT (56.69713 19.27082),
Jiddat al Harasis 068,12130,Valid,H6,686,Found,01/01/2000 12:00:00 AM,19.65377,55.80458,,,,POINT (55.80458 19.65377),
Jiddat al Harasis 069,12131,Valid,H5,250.95,Found,01/01/2001 12:00:00 AM,19.34585,56.16567,,,,POINT (56.16567 19.34585),
Jiddat al Harasis 071,12133,Valid,H6,415.13,Found,01/01/2001 12:00:00 AM,19.33327,56.1749,,,,POINT (56.1749 19.33327),
Jiddat al Harasis 072,12134,Valid,H5,254.51,Found,01/01/2001 12:00:00 AM,19.34508,56.33313,,,,POINT (56.33313 19.34508),
Jiddat al Harasis 073,12135,Valid,L6,550000,Found,01/01/2002 12:00:00 AM,19.7,55.73333,,,,POINT (55.73333 19.7),
Jiddat al Harasis 074,33992,Valid,LL4,118.1,Found,01/01/2004 12:00:00 AM,19.24414,55.03597,,,,POINT (55.03597 19.24414),
Jiddat al Harasis 075,30729,Valid,H5,107.6,Found,01/01/2004 12:00:00 AM,19.24633,55.03983,,,,POINT (55.03983 19.24633),
Jiddat al Harasis 076,12136,Valid,L6,300.56,Found,01/01/2002 12:00:00 AM,19.05003,55.44435,,,,POINT (55.44435 19.05003),
Jiddat al Harasis 077,12137,Valid,L4,307.8,Found,01/01/2002 12:00:00 AM,19.66607,55.65167,,,,POINT (55.65167 19.66607),
Jiddat al Harasis 078,12138,Valid,L6,882.7,Found,01/01/2003 12:00:00 AM,19.91448,55.66278,,,,POINT (55.66278 19.91448),
Jiddat al Harasis 079,12139,Valid,L6,3959.86,Found,01/01/2003 12:00:00 AM,19.91455,55.66447,,,,POINT (55.66447 19.91455),
Jiddat al Harasis 086,12145,Valid,H6,123.34,Found,01/01/2002 12:00:00 AM,19.72395,55.7939,,,,POINT (55.7939 19.72395),
Jiddat al Harasis 087,12146,Valid,H4-6,1532.7,Found,01/01/2002 12:00:00 AM,19.58865,56.17588,,,,POINT (56.17588 19.58865),
Jiddat al Harasis 088,12147,Valid,L6,185.4,Found,01/01/2002 12:00:00 AM,19.3571,56.26865,,,,POINT (56.26865 19.3571),
Jiddat al Harasis 089,12148,Valid,OC,170.69,Found,01/01/2002 12:00:00 AM,19.93903,56.42808,,,,POINT (56.42808 19.93903),
Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,01/01/2002 12:00:00 AM,19.71678,56.6062,,,,POINT (56.6062 19.71678),
Jiddat al Harasis 091,12150,Valid,L5,123374,Found,01/01/2002 12:00:00 AM,19.69362,56.65432,,,,POINT (56.65432 19.69362),
Jiddat al Harasis 092,12151,Valid,H4-5,204.55,Found,01/01/1998 12:00:00 AM,19.20567,56.73055,,,,POINT (56.73055 19.20567),
Jiddat al Harasis 093,12152,Valid,L5,246.77,Found,01/01/2002 12:00:00 AM,19.96255,56.75665,,,,POINT (56.75665 19.96255),
Jiddat al Harasis 094,12153,Valid,L6,3713.75,Found,01/01/2002 12:00:00 AM,19.98358,56.77298,,,,POINT (56.77298 19.98358),
Jiddat al Harasis 095,12154,Valid,L6,1211.57,Found,01/01/2002 12:00:00 AM,19.98358,56.77298,,,,POINT (56.77298 19.98358),
Jiddat al Harasis 096,12155,Valid,L6,1853.5,Found,01/01/2002 12:00:00 AM,19.46028,56.82793,,,,POINT (56.82793 19.46028),
Jiddat al Harasis 097,12156,Valid,L5,674.3,Found,01/01/2002 12:00:00 AM,19.46162,56.83205,,,,POINT (56.83205 19.46162),
Jiddat al Harasis 098,12157,Valid,H4,7521.32,Found,01/01/2002 12:00:00 AM,19.2286,56.09232,,,,POINT (56.09232 19.2286),
Jiddat al Harasis 099,12158,Valid,H4-5,1595.38,Found,01/01/2002 12:00:00 AM,19.52688,56.83552,,,,POINT (56.83552 19.52688),
Jiddat al Harasis 100,12159,Valid,H4-5,1362.5,Found,01/01/2002 12:00:00 AM,19.51418,56.85202,,,,POINT (56.85202 19.51418),
Jiddat al Harasis 101,12160,Valid,L6,3563,Found,01/01/2003 12:00:00 AM,19.75073,56.96652,,,,POINT (56.96652 19.75073),
Jiddat al Harasis 102,12161,Valid,H5,1007.33,Found,01/01/1998 12:00:00 AM,19.51185,56.98178,,,,POINT (56.98178 19.51185),
Jiddat al Harasis 103,12162,Valid,L4,2711,Found,01/01/2003 12:00:00 AM,19.8579,56.99973,,,,POINT (56.99973 19.8579),
Jiddat al Harasis 106,12165,Valid,H4,263.72,Found,01/01/2002 12:00:00 AM,19.59448,56.157,,,,POINT (56.157 19.59448),
Jiddat al Harasis 108,12167,Valid,H6,817.2,Found,01/01/2002 12:00:00 AM,19.73587,55.82887,,,,POINT (55.82887 19.73587),
Jiddat al Harasis 109,12168,Valid,H4,729.7,Found,01/01/2002 12:00:00 AM,19.94587,56.92713,,,,POINT (56.92713 19.94587),
Jiddat al Harasis 110,34022,Valid,L~5,263,Found,01/01/2004 12:00:00 AM,19.75707,56.66787,,,,POINT (56.66787 19.75707),
Jiddat al Harasis 111,34023,Valid,L/LL4,4235,Found,01/01/2004 12:00:00 AM,19.6604,56.96172,,,,POINT (56.96172 19.6604),
Jiddat al Harasis 113,34025,Valid,H/L~4,411,Found,01/01/2004 12:00:00 AM,19.673267,55.742217,,,,POINT (55.742217 19.673267),
Jiddat al Harasis 114,34026,Valid,H~4,112.8,Found,01/01/2004 12:00:00 AM,19.76752,55.70583,,,,POINT (55.70583 19.76752),
Jiddat al Harasis 115,34027,Valid,L~6,442,Found,01/01/2004 12:00:00 AM,19.74212,55.71987,,,,POINT (55.71987 19.74212),
Jiddat al Harasis 118,34030,Valid,LL~6,1802,Found,01/01/2005 12:00:00 AM,19.79717,56.7195,,,,POINT (56.7195 19.79717),
Jiddat al Harasis 119,34031,Valid,L~6,1000,Found,01/01/2004 12:00:00 AM,19.77455,56.72408,,,,POINT (56.72408 19.77455),
Jiddat al Harasis 120,34032,Valid,H5,1070.7,Found,01/01/2002 12:00:00 AM,19.73335,55.724417,,,,POINT (55.724417 19.73335),
Jiddat al Harasis 121,34033,Valid,H5,257.1,Found,01/01/2002 12:00:00 AM,19.730833,55.731667,,,,POINT (55.731667 19.730833),
Jiddat al Harasis 123,34562,Valid,LL5,248,Found,01/01/2004 12:00:00 AM,19.73333,55.73333,,,,POINT (55.73333 19.73333),
Jiddat al Harasis 124,34534,Valid,L5,1414,Found,01/01/2001 12:00:00 AM,19.8,54.8,,,,POINT (54.8 19.8),
Jiddat al Harasis 200,35520,Valid,L6,175.47,Found,01/01/2002 12:00:00 AM,19.97857,56.4879,,,,POINT (56.4879 19.97857),
Jiddat al Harasis 201,35521,Valid,L4,929.4,Found,01/01/2002 12:00:00 AM,19.96573,56.44223,,,,POINT (56.44223 19.96573),
Jiddat al Harasis 202,35522,Valid,Mesosiderite,355.11,Found,01/01/2002 12:00:00 AM,19.9842,56.42707,,,,POINT (56.42707 19.9842),
Jiddat al Harasis 203,45839,Valid,Mesosiderite-C2,46200,Found,01/01/2002 12:00:00 AM,19.983,56.41368,,,,POINT (56.41368 19.983),
Jiddat al Harasis 204,35523,Valid,Mesosiderite,155.94,Found,01/01/2002 12:00:00 AM,19.98587,56.40808,,,,POINT (56.40808 19.98587),
Jiddat al Harasis 205,35524,Valid,Mesosiderite,502.22,Found,01/01/2002 12:00:00 AM,19.98662,56.41728,,,,POINT (56.41728 19.98662),
Jiddat al Harasis 206,35525,Valid,Mesosiderite,1185.51,Found,01/01/2002 12:00:00 AM,19.98715,56.4177,,,,POINT (56.4177 19.98715),
Jiddat al Harasis 208,35527,Valid,Mesosiderite,492.31,Found,01/01/2002 12:00:00 AM,19.9867,56.41857,,,,POINT (56.41857 19.9867),
Jiddat al Harasis 210,35529,Valid,Mesosiderite,368.82,Found,01/01/2002 12:00:00 AM,19.9814,56.41825,,,,POINT (56.41825 19.9814),
Jiddat al Harasis 211,35530,Valid,H4,325.25,Found,01/01/2002 12:00:00 AM,19.9611,56.42873,,,,POINT (56.42873 19.9611),
Jiddat al Harasis 212,35531,Valid,L4,2711,Found,01/01/2003 12:00:00 AM,19.8579,56.99973,,,,POINT (56.99973 19.8579),
Jiddat al Harasis 213,35532,Valid,L6,3563,Found,01/01/2003 12:00:00 AM,19.75073,56.96652,,,,POINT (56.96652 19.75073),
Jiddat al Harasis 214,35533,Valid,H5,459.06,Found,01/01/2005 12:00:00 AM,19.96597,56.44698,,,,POINT (56.44698 19.96597),
Jiddat al Harasis 215,35534,Valid,H5,121.34,Found,01/01/2005 12:00:00 AM,19.93843,56.42242,,,,POINT (56.42242 19.93843),
Jiddat al Harasis 218,35537,Valid,L5,2927.04,Found,01/01/2005 12:00:00 AM,19.7034,56.64247,,,,POINT (56.64247 19.7034),
Jiddat al Harasis 219,35538,Valid,L4-5,376.89,Found,01/01/2005 12:00:00 AM,19.70438,56.64243,,,,POINT (56.64243 19.70438),
Jiddat al Harasis 220,35539,Valid,L4-5,1350.6,Found,01/01/2005 12:00:00 AM,19.70448,56.6428,,,,POINT (56.6428 19.70448),
Jiddat al Harasis 221,35540,Valid,L5,4012,Found,01/01/2005 12:00:00 AM,19.75643,56.55205,,,,POINT (56.55205 19.75643),
Jiddat al Harasis 222,35541,Valid,L4-5,314.6,Found,01/01/2005 12:00:00 AM,19.76312,56.55807,,,,POINT (56.55807 19.76312),
Jiddat al Harasis 223,35542,Valid,H5,1691.5,Found,01/01/2005 12:00:00 AM,19.82257,56.65902,,,,POINT (56.65902 19.82257),
Jiddat al Harasis 224,35543,Valid,H5,487.71,Found,01/01/2005 12:00:00 AM,19.82567,56.66548,,,,POINT (56.66548 19.82567),
Jiddat al Harasis 226,35545,Valid,Mesosiderite,308.67,Found,01/01/2005 12:00:00 AM,19.97493,56.4269,,,,POINT (56.4269 19.97493),
Jiddat al Harasis 227,35546,Valid,H4,640.8,Found,01/01/2005 12:00:00 AM,19.6254,56.88865,,,,POINT (56.88865 19.6254),
Jiddat al Harasis 229,35548,Valid,L5,5135,Found,01/01/2005 12:00:00 AM,19.7058,56.60775,,,,POINT (56.60775 19.7058),
Jiddat al Harasis 230,35549,Valid,L5,77000,Found,01/01/2005 12:00:00 AM,19.7127,56.58277,,,,POINT (56.58277 19.7127),
Jiddat al Harasis 233,35552,Valid,Mesosiderite,735.8,Found,01/01/2005 12:00:00 AM,19.99988,56.41498,,,,POINT (56.41498 19.99988),
Jiddat al Harasis 234,35553,Valid,R5,116.56,Found,01/01/2005 12:00:00 AM,19.99725,56.39057,,,,POINT (56.39057 19.99725),
Jiddat al Harasis 238,35557,Valid,Mesosiderite,298,Found,01/01/2005 12:00:00 AM,19.97973,56.41405,,,,POINT (56.41405 19.97973),
Jiddat al Harasis 240,35558,Valid,Mesosiderite,603.9,Found,01/01/2005 12:00:00 AM,19.98552,56.41543,,,,POINT (56.41543 19.98552),
Jiddat al Harasis 242,35560,Valid,H4,225.32,Found,01/01/2005 12:00:00 AM,19.96162,56.4238,,,,POINT (56.4238 19.96162),
Jiddat al Harasis 246,35564,Valid,Mesosiderite,234.1,Found,01/01/2005 12:00:00 AM,19.97675,56.42622,,,,POINT (56.42622 19.97675),
Jiddat al Harasis 250,35567,Valid,Mesosiderite,106.1,Found,01/01/2005 12:00:00 AM,19.9767,56.42013,,,,POINT (56.42013 19.9767),
Jiddat al Harasis 253,35570,Valid,Mesosiderite,106.6,Found,01/01/2005 12:00:00 AM,19.98118,56.41658,,,,POINT (56.41658 19.98118),
Jiddat al Harasis 254,35571,Valid,H5,1918,Found,01/01/2005 12:00:00 AM,19.99147,56.3452,,,,POINT (56.3452 19.99147),
Jiddat al Harasis 255,35572,Valid,H5,140.22,Found,01/01/2005 12:00:00 AM,19.98342,56.32412,,,,POINT (56.32412 19.98342),
Jiddat al Harasis 256,35573,Valid,H5,3040.5,Found,01/01/2005 12:00:00 AM,19.99097,56.34302,,,,POINT (56.34302 19.99097),
Jiddat al Harasis 257,35574,Valid,H4-5,331.9,Found,01/01/2005 12:00:00 AM,19.99102,56.48062,,,,POINT (56.48062 19.99102),
Jiddat al Harasis 258,35575,Valid,H4-5,421.9,Found,01/01/2005 12:00:00 AM,19.99097,56.48333,,,,POINT (56.48333 19.99097),
Jiddat al Harasis 260,35577,Valid,H5,175.02,Found,01/01/2005 12:00:00 AM,19.9905,56.40063,,,,POINT (56.40063 19.9905),
Jiddat al Harasis 262,35579,Valid,H5,410.31,Found,01/01/2005 12:00:00 AM,19.99653,56.5261,,,,POINT (56.5261 19.99653),
Jiddat al Harasis 263,35580,Valid,H5,1212.5,Found,01/01/2005 12:00:00 AM,19.99702,56.51212,,,,POINT (56.51212 19.99702),
Jiddat al Harasis 264,35581,Valid,H4-5,419.8,Found,01/01/2005 12:00:00 AM,19.98065,56.46865,,,,POINT (56.46865 19.98065),
Jiddat al Harasis 265,35582,Valid,L6,886.3,Found,01/01/2005 12:00:00 AM,19.96765,56.47965,,,,POINT (56.47965 19.96765),
Jiddat al Harasis 266,35583,Valid,Mesosiderite,150.1,Found,01/01/2005 12:00:00 AM,19.97362,56.41967,,,,POINT (56.41967 19.97362),
Jiddat al Harasis 267,35584,Valid,Mesosiderite,16005.5,Found,01/01/2005 12:00:00 AM,19.9997,56.41108,,,,POINT (56.41108 19.9997),
Jiddat al Harasis 272,35589,Valid,H4,942.1,Found,01/01/2005 12:00:00 AM,19.93065,56.08387,,,,POINT (56.08387 19.93065),
Jiddat al Harasis 273,35590,Valid,L6,198.95,Found,01/01/2005 12:00:00 AM,19.94863,56.0315,,,,POINT (56.0315 19.94863),
Jiddat al Harasis 274,35591,Valid,H4/6,2738.5,Found,01/01/2005 12:00:00 AM,19.97612,55.95483,,,,POINT (55.95483 19.97612),
Jiddat al Harasis 275,35592,Valid,H4-5,304.9,Found,01/01/2005 12:00:00 AM,19.97517,55.95402,,,,POINT (55.95402 19.97517),
Jiddat al Harasis 276,35593,Valid,H4/6,1798.9,Found,01/01/2005 12:00:00 AM,19.97933,55.95507,,,,POINT (55.95507 19.97933),
Jiddat al Harasis 278,35595,Valid,H4/6,707.4,Found,01/01/2005 12:00:00 AM,19.97967,55.95645,,,,POINT (55.95645 19.97967),
Jiddat al Harasis 279,35596,Valid,L6,7494.2,Found,01/01/2005 12:00:00 AM,19.97303,55.9528,,,,POINT (55.9528 19.97303),
Jiddat al Harasis 280,35597,Valid,H4,533.3,Found,01/01/2005 12:00:00 AM,19.97478,55.95392,,,,POINT (55.95392 19.97478),
Jiddat al Harasis 283,35600,Valid,L5,1323.9,Found,01/01/2005 12:00:00 AM,19.6865,56.14503,,,,POINT (56.14503 19.6865),
Jiddat al Harasis 284,35602,Valid,H4,5448.4,Found,01/01/2005 12:00:00 AM,19.74857,56.67972,,,,POINT (56.67972 19.74857),
Jiddat al Harasis 285,35603,Valid,H4-5,235.47,Found,01/01/2005 12:00:00 AM,19.58765,56.45477,,,,POINT (56.45477 19.58765),
Jiddat al Harasis 286,35604,Valid,H4-5,551.39,Found,01/01/2005 12:00:00 AM,19.71197,56.4675,,,,POINT (56.4675 19.71197),
Jiddat al Harasis 287,35605,Valid,L5,192.77,Found,01/01/2005 12:00:00 AM,19.78115,56.47643,,,,POINT (56.47643 19.78115),
Jiddat al Harasis 288,35606,Valid,L5,2623,Found,01/01/2005 12:00:00 AM,19.7821,56.47652,,,,POINT (56.47652 19.7821),
Jiddat al Harasis 289,35607,Valid,L6,2519.3,Found,01/01/2005 12:00:00 AM,19.90637,56.4936,,,,POINT (56.4936 19.90637),
Jiddat al Harasis 290,35608,Valid,L5,671.2,Found,01/01/2005 12:00:00 AM,19.79777,56.47602,,,,POINT (56.47602 19.79777),
Jiddat al Harasis 291,35609,Valid,L5,923,Found,01/01/2005 12:00:00 AM,19.7842,56.47878,,,,POINT (56.47878 19.7842),
Jiddat al Harasis 292,35610,Valid,L5,985.2,Found,01/01/2005 12:00:00 AM,19.78918,56.48023,,,,POINT (56.48023 19.78918),
Jiddat al Harasis 293,35611,Valid,L5,8420,Found,01/01/2005 12:00:00 AM,19.79363,56.47927,,,,POINT (56.47927 19.79363),
Jiddat al Harasis 294,35612,Valid,L5,503.95,Found,01/01/2005 12:00:00 AM,19.79585,56.47767,,,,POINT (56.47767 19.79585),
Jiddat al Harasis 295,35613,Valid,L5,4820,Found,01/01/2005 12:00:00 AM,19.8015,56.46762,,,,POINT (56.46762 19.8015),
Jiddat al Harasis 296,35614,Valid,L5,294.42,Found,01/01/2005 12:00:00 AM,19.79983,56.46717,,,,POINT (56.46717 19.79983),
Jiddat al Harasis 297,35615,Valid,L5,643.3,Found,01/01/2005 12:00:00 AM,19.80192,56.4623,,,,POINT (56.4623 19.80192),
Jiddat al Harasis 298,35616,Valid,L5,313.1,Found,01/01/2005 12:00:00 AM,19.80192,56.46217,,,,POINT (56.46217 19.80192),
Jiddat al Harasis 299,35617,Valid,L5,159.59,Found,01/01/2005 12:00:00 AM,19.81463,56.44852,,,,POINT (56.44852 19.81463),
Jiddat al Harasis 300,35618,Valid,L5,208.35,Found,01/01/2005 12:00:00 AM,19.81988,56.44577,,,,POINT (56.44577 19.81988),
Jiddat al Harasis 301,35619,Valid,L5,181.59,Found,01/01/2005 12:00:00 AM,19.81995,56.44628,,,,POINT (56.44628 19.81995),
Jiddat al Harasis 302,35620,Valid,L5,288.51,Found,01/01/2005 12:00:00 AM,19.82838,56.44243,,,,POINT (56.44243 19.82838),
Jiddat al Harasis 307,44715,Valid,L5,220.3,Found,01/01/2005 12:00:00 AM,19.89152,56.32853,,,,POINT (56.32853 19.89152),
Jiddat al Harasis 308,35625,Valid,L6,620.9,Found,01/01/2005 12:00:00 AM,19.66717,55.721,,,,POINT (55.721 19.66717),
Jiddat al Harasis 310,35627,Valid,L6,3034.5,Found,01/01/2005 12:00:00 AM,19.71095,55.71473,,,,POINT (55.71473 19.71095),
Jiddat al Harasis 311,35628,Valid,H4,378.74,Found,01/01/2005 12:00:00 AM,19.74242,55.7009,,,,POINT (55.7009 19.74242),
Jiddat al Harasis 312,35629,Valid,L6,3489,Found,01/01/2005 12:00:00 AM,19.71902,55.70425,,,,POINT (55.70425 19.71902),
Jiddat al Harasis 313,35630,Valid,L6,1899.7,Found,01/01/2005 12:00:00 AM,19.7216,55.70785,,,,POINT (55.70785 19.7216),
Jiddat al Harasis 315,35632,Valid,H5,209.72,Found,01/01/2005 12:00:00 AM,19.65315,55.69378,,,,POINT (55.69378 19.65315),
Jiddat al Harasis 316,45842,Valid,L~6,166.2,Found,01/01/2001 12:00:00 AM,19.34918,55.5543,,,,POINT (55.5543 19.34918),
Jiddat al Harasis 317,45843,Valid,H5,21472,Found,01/01/2001 12:00:00 AM,19.36312,55.55723,,,,POINT (55.55723 19.36312),
Jiddat al Harasis 318,45844,Valid,H~5,103.1,Found,01/01/2001 12:00:00 AM,19.41865,55.57452,,,,POINT (55.57452 19.41865),
Jiddat al Harasis 321,45845,Valid,H5,1070.75,Found,01/01/2002 12:00:00 AM,19.73335,55.72442,,,,POINT (55.72442 19.73335),
Jiddat al Harasis 322,45846,Valid,H5,257.08,Found,01/01/2002 12:00:00 AM,19.73083,55.73167,,,,POINT (55.73167 19.73083),
